,GEO_ID,E_Total_population_SX_AGE_2020,E_HSPNC_Total_population_2020,E_NOTHSPNC_White_alone_2020,P_NOTHSPNC_White_alone_2020,E_Under35_SX_AGE_2020,E_Total_population_SX_AGE_2021,E_HSPNC_Total_population_2021,E_NOTHSPNC_White_alone_2021,P_NOTHSPNC_White_alone_2021,E_Under35_SX_AGE_2021,E_Total_population_SX_AGE_2022,E_HSPNC_Total_population_2022,E_NOTHSPNC_White_alone_2022,P_NOTHSPNC_White_alone_2022,E_Under35_SX_AGE_2022
436,6007003002,2766,92,500,18.1,949.9,2643,74,488,18.5,872.8,2615,2615,2615,2615,726.5
437,6007003100,4719,7,261,5.5,1823.9,4925,11,584,11.9,1931.6,4902,4902,4902,4902,1923.4
438,6007003200,3989,57,1175,29.5,1480.7,4109,49,934,22.7,1402.5,4331,4331,4331,4331,1423.2
439,6007003300,4184,221,414,9.9,1163.2,4095,272,552,13.5,1111.5,4259,4259,4259,4259,1234.3
440,6007003400,3585,4,1623,45.3,1487.9,3525,6,1538,43.6,1465,3023,3023,3023,3023,1069
441,6007003501,4356,47,1054,24.2,2337.5,4372,42,833,19.1,2222.7,4383,4383,4383,4383,2179.8
442,6007003502,4193,7,1920,45.8,1650.1,4321,6,2136,49.4,1594.4,4192,4192,4192,4192,1497
443,6007003600,4218,43,1116,26.5,1827,4204,44,1119,26.6,1884.7,4286,4286,4286,4286,1932.2
444,6007003700,4833,49,517,10.7,1843,5102,20,610,12,1878.3,4911,4911,4911,4911,1872.6
445,6009000121,4500,0,434,9.6,1225.5,4222,0,375,8.9,1117.2,4326,4326,4326,4326,1221
446,6009000122,3216,79,151,4.7,487.6,3196,153,118,3.7,510.4,3297,3297,3297,3297,654.1
447,6009000123,2680,150,371,13.8,659.8,2792,111,468,16.8,680.2,2940,2940,2940,2940,710.1
448,6009000124,2019,0,207,10.3,443.2,2078,0,193,9.3,483.3,2152,2152,2152,2152,582.4
449,6009000220,6471,5,716,11.1,1863.1,6245,27,701,11.2,1936.9,6271,6271,6271,6271,1874.4
450,6009000221,6592,90,497,7.5,2078.5,6836,73,502,7.3,2204.5,6691,6691,6691,6691,2074.2
451,6009000222,4528,65,659,14.6,1246.5,3973,61,393,9.9,1064,3669,3669,3669,3669,839.2
452,6009000301,4941,150,609,12.3,1351.8,4438,155,886,20,1160.7,4272,4272,4272,4272,1009.6
453,6009000302,3131,37,262,8.4,688.4,3429,59,233,6.8,783.1,3121,3121,3121,3121,567.4
454,6009000400,3205,3,61,1.9,634.3,3669,18,87,2.4,778.2,4328,4328,4328,4328,957.8
455,6009000501,2623,20,232,8.8,678.8,2513,0,140,5.6,608.1,2752,2752,2752,2752,636
456,6009000504,509,7,7,1.4,162.2,565,8,8,1.4,174,589,589,589,589,166.9
457,6009000505,993,0,0,0,199.4,911,0,0,0,152.4,913,913,913,913,240.4
458,6009000506,420,0,45,10.7,170.3,482,0,64,13.3,169.1,353,353,353,353,122.7
459,6011000100,5537,64,3235,58.4,2127.3,5347,57,3096,57.9,2093.7,5350,5350,5350,5350,1993.3
460,6011000200,4914,180,2202,44.8,1895.2,5238,176,2472,47.2,1980.9,5206,5206,5206,5206,2034
461,6011000301,3600,21,2644,73.4,1691,3994,27,3003,75.2,1739.4,4113,4113,4113,4113,1733.3
462,6011000302,2454,20,1817,74,1046.8,2391,9,1685,70.5,1062.1,2405,2405,2405,2405,1037
463,6011000400,2352,71,1131,48.1,848,2112,53,1057,50,767.1,2160,2160,2160,2160,853
464,6011000500,2634,138,1273,48.3,794.4,2698,179,1273,47.2,822,2577,2577,2577,2577,773.8
465,6013301000,5265,517,1051,20,1816.9,5369,430,1060,19.7,1946.8,5329,5329,5329,5329,1815.3
466,6013302005,7454,884,1920,25.8,2852.6,7754,1133,2021,26.1,2927,7539,7539,7539,7539,2932.2
467,6013302006,3783,171,928,24.5,1298.7,3838,152,700,18.2,1403.6,4183,4183,4183,4183,1375.7
468,6013302007,6582,556,1685,25.6,2770.4,6659,520,1427,21.4,2654.8,6652,6652,6652,6652,2631.5
469,6013302009,6834,1837,955,14,2549.7,7078,1832,932,13.2,2608.7,6806,6806,6806,6806,2422.8
470,6013302011,3803,843,798,21,1611.8,4376,922,1269,29,1797.5,4915,4915,4915,4915,1820
471,6013302012,5072,737,1687,33.3,1988.3,5470,671,1943,35.5,2139.9,5810,5810,5810,5810,2228.2
472,6013302013,3099,277,823,26.6,1106.9,2956,154,688,23.3,1004.3,2961,2961,2961,2961,865.3
473,6013302014,7997,506,1734,21.7,3133.7,8406,741,1773,21.1,3326.2,7602,7602,7602,7602,2576.9
474,6013303104,6386,826,1010,15.8,2768.6,6056,555,849,14,2566,6060,6060,6060,6060,2484.6
475,6013303105,2575,380,591,23,742.4,3390,633,582,17.2,1317.2,3326,3326,3326,3326,1258.9
476,6013303106,7067,345,2583,36.6,2596.5,7447,438,2986,40.1,2784.6,8245,8245,8245,8245,3071.9
477,6013303107,7022,1433,1273,18.1,3077.4,7049,1078,1360,19.3,3135.2,7260,7260,7260,7260,3239
478,6013303202,8126,1189,990,12.2,3149.4,8719,1329,870,10,3059.6,9146,9146,9146,9146,3280.4
479,6013303204,4762,196,726,15.2,1649.6,4695,276,629,13.4,1618.9,4735,4735,4735,4735,1580.5
480,6013303206,5911,551,914,15.5,2400.9,5422,832,233,4.3,2434.3,5452,5452,5452,5452,2345.7
481,6013303207,7113,3179,880,12.4,2809.2,7846,3355,844,10.8,3104.9,8270,8270,8270,8270,3111.9
482,6013303208,4310,96,456,10.6,1249.7,4049,92,523,12.9,1132.6,4060,4060,4060,4060,1078
483,6013303209,5953,802,1238,20.8,2689.5,5483,654,1251,22.8,2284.6,5340,5340,5340,5340,2215.2
484,6013303210,3706,17,143,3.9,518.8,3634,31,179,4.9,468,3598,3598,3598,3598,603.5
485,6013303211,4761,678,776,16.3,1725.2,4706,516,1076,22.9,1750.7,4679,4679,4679,4679,1661.3
486,6013304001,5340,657,394,7.4,1429.5,5537,1019,545,9.8,1502.2,5895,5895,5895,5895,1778.6
487,6013304002,2170,53,665,30.6,1023.2,2243,51,808,36,1096.7,1997,1997,1997,1997,892.7
488,6013304003,3429,176,408,11.9,901.7,3217,69,320,9.9,754.4,3279,3279,3279,3279,841.9
489,6013304004,3906,62,374,9.6,787,3908,20,481,12.3,896,3634,3634,3634,3634,852.1
490,6013304006,3064,283,378,12.3,1228,3318,110,678,20.4,1259.7,3292,3292,3292,3292,1129.9
491,6013304007,5706,476,988,17.3,2335.9,5579,488,989,17.7,2319.9,5509,5509,5509,5509,2306
492,6013305000,6078,1320,2094,34.5,2014.8,6818,1054,3041,44.6,2250.7,7425,7425,7425,7425,2697
493,6013306002,4594,197,1750,38.1,1511.9,4435,260,1284,29,1474.1,4439,4439,4439,4439,1537.4
494,6013306003,5073,551,1582,31.2,1772.4,5101,585,1841,36.1,1831.1,5166,5166,5166,5166,1921.9
495,6013306004,3359,951,780,23.2,1087.5,3636,752,1222,33.6,1063.9,3863,3863,3863,3863,1304.3
496,6013307101,4485,541,1274,28.4,1539.5,4719,551,1179,25,1498.5,4696,4696,4696,4696,1654.1
497,6013307102,5850,1333,1857,31.7,2223,5681,883,2140,37.7,1943.5,5694,5694,5694,5694,1983.4
498,6013307201,4234,600,1646,38.9,1728,4334,433,1901,43.9,1892.7,4224,4224,4224,4224,1667.2
499,6013307202,4443,1830,1134,25.5,1991.3,4531,1680,1392,30.7,1929.4,4481,4481,4481,4481,1978.6
500,6013307204,4306,1021,821,19.1,1355,4427,971,1022,23.1,1415.3,4567,4567,4567,4567,1443.4
501,6013307205,8047,2660,1926,23.9,2752.7,8483,2950,1946,22.9,3099.6,7818,7818,7818,7818,2715.7
502,6013308001,7951,1001,2907,36.6,2962.7,7757,1288,2610,33.6,2582.2,7523,7523,7523,7523,2277.3
503,6013308002,3992,654,685,17.2,1425.1,4287,941,660,15.4,1384.1,4486,4486,4486,4486,1312.6
504,6013309000,3541,1059,688,19.4,1018.9,3511,818,656,18.7,1013.8,3600,3600,3600,3600,1070.1
